Filename,Severity,Folder,Description
"fleetcart-installer.yaml","high","misconfiguration/installer/fleetcart-installer.yaml","Detects exposed FleetCart setup installation pages which could allow unauthorized access or information disclosure. "
"zabbix-installer.yaml","high","misconfiguration/installer/zabbix-installer.yaml","Zabbix is susceptible to the Installation page exposure due to misconfiguration."
"joomla-installer.yaml","high","misconfiguration/installer/joomla-installer.yaml","Joomla is susceptible to the Installation page exposure due to misconfiguration."
"tastyigniter-installer.yaml","high","misconfiguration/installer/tastyigniter-installer.yaml","Detects exposed TastyIgniter Setup page. "
"moosocial-installer.yaml","high","misconfiguration/installer/moosocial-installer.yaml",""
"flarum-installer.yaml","high","misconfiguration/installer/flarum-installer.yaml","Detects exposed Flarum installation pages which could allow unauthorized access or information disclosure. "
"klr300n-installer.yaml","high","misconfiguration/installer/klr300n-installer.yaml","Home router wireless KLR 300N setup page were Detected. "
"kodbox-installer.yaml","high","misconfiguration/installer/kodbox-installer.yaml","Kodbox is susceptible to the Installation page exposure due to misconfiguration. "
"webtrees-install.yaml","high","misconfiguration/installer/webtrees-install.yaml","WebTrees is susceptible to the Installation page exposure due to misconfiguration."
"wowonder-installer.yaml","high","misconfiguration/installer/wowonder-installer.yaml","Detects exposed WoWonder installation page. "
"oxid-eshop-installer.yaml","high","misconfiguration/installer/oxid-eshop-installer.yaml","Oxid EShop is susceptible to the Installation page exposure due to misconfiguration."
"opensis-installer.yaml","high","misconfiguration/installer/opensis-installer.yaml","openSIS is susceptible to the Installation page exposure due to misconfiguration."
"owncloud-installer-exposure.yaml","high","misconfiguration/installer/owncloud-installer-exposure.yaml","OwnCloud is susceptible to the Installation page exposure due to misconfiguration."
"mura-cms-setup-installer.yaml","high","misconfiguration/installer/mura-cms-setup-installer.yaml","Detects exposed Mura CMS Setup page. "
"ids-skills-installer.yaml","high","misconfiguration/installer/ids-skills-installer.yaml","Checks for the presence of an IDS Skills Installer page. "
"wp-install.yaml","critical","misconfiguration/installer/wp-install.yaml","Wordpress installation files have been detected"
"orangescrum-install.yaml","high","misconfiguration/installer/orangescrum-install.yaml","Orangescrum is susceptible to the Installation page exposure due to misconfiguration."
"lychee-installer.yaml","high","misconfiguration/installer/lychee-installer.yaml","Lychee is susceptible to the Installation page exposure due to misconfiguration."
"eyoucms-installer.yaml","high","misconfiguration/installer/eyoucms-installer.yaml","EyouCMS installation is exposed."
"activecollab-installer.yaml","high","misconfiguration/installer/activecollab-installer.yaml","Detects exposed ActiveCollab Installation page. "
"chamilo-installer.yaml","high","misconfiguration/installer/chamilo-installer.yaml","Chamilo is susceptible to the Installation page exposure due to misconfiguration."
"mosparo-install.yaml","high","misconfiguration/installer/mosparo-install.yaml","mosparo is susceptible to the Installation page exposure due to misconfiguration."
"webcalendar-install.yaml","high","misconfiguration/installer/webcalendar-install.yaml","WebCalendar is susceptible to the Installation page exposure due to misconfiguration."
"open-web-analytics-installer.yaml","high","misconfiguration/installer/open-web-analytics-installer.yaml","Open Web Analytics is susceptible to the Installation page exposure due to misconfiguration. "
"vtiger-installer.yaml","high","misconfiguration/installer/vtiger-installer.yaml","Vtiger CRM is susceptible to the Installation page exposure due to misconfiguration."
"cube-105-install.yaml","high","misconfiguration/installer/cube-105-install.yaml","Cube-105 is susceptible to the Installation page exposure due to misconfiguration."
"strapi-admin-installer.yaml","critical","misconfiguration/installer/strapi-admin-installer.yaml","Strapi Admin Registration enabled was detected. "
"adguard-installer.yaml","high","misconfiguration/installer/adguard-installer.yaml","AdGuard Installation panel has been exposed. "
"ruckus-unleashed-install.yaml","high","misconfiguration/installer/ruckus-unleashed-install.yaml","Ruckus Unleashed is susceptible to the Installation page exposure due to misconfiguration."
"phpgedview-installer.yaml","high","misconfiguration/installer/phpgedview-installer.yaml","PhpGedView is susceptible to the Installation page exposure due to misconfiguration."
"posteio-installer.yaml","high","misconfiguration/installer/posteio-installer.yaml","Poste.io is susceptible to the Installation page exposure due to misconfiguration."
"emlog-installer.yaml","high","misconfiguration/installer/emlog-installer.yaml","Emlog Pro Installation page has been exposed. "
"profittrailer-installer.yaml","high","misconfiguration/installer/profittrailer-installer.yaml","Detects exposed ProfitTrailer Setup page. "
"discourse-installer.yaml","unknown","misconfiguration/installer/discourse-installer.yaml","Discourse is susceptible to the Installation page exposure due to misconfiguration."
"circarlife-setup.yaml","critical","misconfiguration/installer/circarlife-setup.yaml","A CirCarLife admin panel was accessed. CirCarLife is an internet-connected electric vehicle charging station"
"cms-made-simple-installer.yaml","high","misconfiguration/installer/cms-made-simple-installer.yaml","Detects exposed CMS Made Simple Installation page. "
"monstra-installer.yaml","high","misconfiguration/installer/monstra-installer.yaml","Monstra is susceptible to the Installation page exposure due to misconfiguration."
"magento-installer.yaml","high","misconfiguration/installer/magento-installer.yaml","Magento is susceptible to the Installation page exposure due to misconfiguration."
"turbo-website-installer.yaml","high","misconfiguration/installer/turbo-website-installer.yaml","Turbo Website Reviewer is susceptible to the Installation page exposure due to misconfiguration."
"mantisbt-installer.yaml","high","misconfiguration/installer/mantisbt-installer.yaml","MantisBT is susceptible to the Installation page exposure due to misconfiguration."
"server-monitor-installer.yaml","high","misconfiguration/installer/server-monitor-installer.yaml","Server Monitor is susceptible to the Installation page exposure due to misconfiguration."
"openshift-installer-panel.yaml","medium","misconfiguration/installer/openshift-installer-panel.yaml","OpenShift Assisted Installer panel was detected."
"invicti-enterprise-installer.yaml","high","misconfiguration/installer/invicti-enterprise-installer.yaml","Detects exposed Invicti Enterprise Installation page. "
"justfans-installer.yaml","high","misconfiguration/installer/justfans-installer.yaml","Detects exposed JustFans Setup page. "
"quickcms-installer.yaml","high","misconfiguration/installer/quickcms-installer.yaml","PMM is susceptible to the Installation page exposure due to misconfiguration. "
"getsimple-installation.yaml","critical","misconfiguration/installer/getsimple-installation.yaml","GetSimple CMS installer was found."
"tiny-rss-installer.yaml","high","misconfiguration/installer/tiny-rss-installer.yaml","Tiny Tiny RSS is susceptible to the Installation page exposure due to misconfiguration."
"espeasy-installer.yaml","medium","misconfiguration/installer/espeasy-installer.yaml","ESPEasy is susceptible to the Installation page exposure due to misconfiguration."
"facturascripts-installer.yaml","high","misconfiguration/installer/facturascripts-installer.yaml","FacturaScripts is susceptible to the Installation page exposure due to misconfiguration."
"ubersmith-installer.yaml","high","misconfiguration/installer/ubersmith-installer.yaml","Detects exposed Ubersmith Setup page. "
"ojs-installer.yaml","high","misconfiguration/installer/ojs-installer.yaml","Open Journal Systems is susceptible to the Installation page exposure due to misconfiguration."
"unifi-wizard-install.yaml","high","misconfiguration/installer/unifi-wizard-install.yaml","UniFi Wizard is susceptible to the Installation page exposure due to misconfiguration."
"clipbucket-installer.yaml","high","misconfiguration/installer/clipbucket-installer.yaml","ClipBucket is susceptible to the Installation page exposure due to misconfiguration."
"sugarcrm-install.yaml","high","misconfiguration/installer/sugarcrm-install.yaml","SugarCRM is susceptible to the Installation page exposure due to misconfiguration."
"openemr-setup-installer.yaml","high","misconfiguration/installer/openemr-setup-installer.yaml","Detects exposed OpenEMR setup installation pages which could allow unauthorized access or information disclosure. "
"mcloud-installer.yaml","critical","misconfiguration/installer/mcloud-installer.yaml","mCloud installer was detected."
"uvdesk-install.yaml","high","misconfiguration/installer/uvdesk-install.yaml","UVDesk is susceptible to the Installation page exposure due to misconfiguration."
"piwigo-installer.yaml","high","misconfiguration/installer/piwigo-installer.yaml","Piwigo is susceptible to the Installation page exposure due to misconfiguration. "
"subrion-installer.yaml","high","misconfiguration/installer/subrion-installer.yaml","Subrion CMS Web Installer has been exposed. "
"jira-setup.yaml","high","misconfiguration/installer/jira-setup.yaml","Atlassian JIRA is susceptible to the Installation page exposure due to misconfiguration."
"openfire-setup.yaml","high","misconfiguration/installer/openfire-setup.yaml","Checks for the presence of a Openfire Setup Page. "
"ecology-info-leak.yaml","high","misconfiguration/ecology-info-leak.yaml","The ecology component exposes a file that contains sensitive database credentials (dbuser/dbpass). "
"jolokia-info-disclosure.yaml","medium","misconfiguration/jolokia/jolokia-info-disclosure.yaml","Jolokia - Information is exposed."
"sitecore-lfi.yaml","high","misconfiguration/sitecore-lfi.yaml","SiteCore 9.3 is vulnerable to LFI."
"forgejo-repo-exposure.yaml","medium","misconfiguration/forgejo-repo-exposure.yaml","The Forgejo repo is being exposed publically. "
"kafka-cruise-control.yaml","medium","misconfiguration/kafka-cruise-control.yaml","Kafka Cruise Control UI is exposed."
"dragonfly-public-signup.yaml","high","misconfiguration/dragonfly-public-signup.yaml","Dragonfly public registration is enabled was discovered. "
"sentinel-license-monitor.yaml","unknown","misconfiguration/sentinel-license-monitor.yaml",""
"genieacs-default-jwt.yaml","high","misconfiguration/genieacs-default-jwt.yaml","GenieACS, an Auto Configuration Server (ACS) for TR-069 enabled routers and similar devices, is vulnerable to authentication bypass due to the use of a default JWT secret. During installation, if the default JWT secret secret is not changed, an attacker can create a JWT token, sign it, and use this token to log into the GenieACS UI interface. The attack is carried out by setting a cookie named genieacs-ui-jwt with its value being the JWT token. "
"springboot-gateway.yaml","medium","misconfiguration/springboot/springboot-gateway.yaml","Sensitive environment variables may not be masked"
"springboot-heapdump.yaml","critical","misconfiguration/springboot/springboot-heapdump.yaml","A Spring Boot Actuator heap dump was detected. A heap dump is a snapshot of JVM memory, which could expose environment variables and HTTP requests. "
"office365-open-redirect.yaml","medium","misconfiguration/office365-open-redirect.yaml","Office365 Autodiscover contains an open redirect vulnerability. An attacker can redirect a user to a malicious site and possibly obtain sensitive information, modify data, and/or execute unauthorized operations."
"whisparr-dashboard-unauth.yaml","medium","misconfiguration/whisparr-dashboard-unauth.yaml","Exposure of Whisparr dashboard which can lead to sensitive information disclosure. "
"pinpoint-unauth.yaml","high","misconfiguration/pinpoint-unauth.yaml","PinPoint is exposed."
"teamcity-registration-enabled.yaml","high","misconfiguration/teamcity/teamcity-registration-enabled.yaml","JetBrains TeamCity allows all visitors to register due to a misconfiguration. "
"teamcity-guest-login-enabled.yaml","high","misconfiguration/teamcity/teamcity-guest-login-enabled.yaml","TeamCity provides the ability to turn on the guest login allowing anonymous access to the TeamCity UI. "
"wildcard-postmessage.yaml","unknown","misconfiguration/wildcard-postmessage.yaml","postMessage contains a cross-site scripting vulnerability. An attacker can execute arbitrary script and therefore steal cookie-based authentication credentials and launch other attacks."
"mingyu-xmlrpc-sock-adduser.yaml","high","misconfiguration/mingyu-xmlrpc-sock-adduser.yaml","There is an SSRF vulnerability in the xmlrpc.sock interface of Anheng Mingyu operation and maintenance audit and risk control system, through which any user can be added to control the bastion machine "
"put-method-enabled.yaml","high","misconfiguration/put-method-enabled.yaml","The HTTP PUT method is normally used to upload data that is saved on the server at a user-supplied URL. If enabled, an attacker may be able to place arbitrary, and potentially malicious, content into the application. Depending on the server's configuration, this may lead to compromise of other users (by uploading client-executable scripts), compromise of the server (by uploading server-executable code), or other attacks."
"ariang-debug-console.yaml","medium","misconfiguration/ariang-debug-console.yaml","Detects the presence of AriaNg Debug Console exposure "
"radarr-dashboard-unauth.yaml","medium","misconfiguration/radarr-dashboard-unauth.yaml","Exposure of Radarr dashboard which can lead to sensitive information disclosure. "
"woodwing-git.yaml","medium","misconfiguration/woodwing-git.yaml","Woodwing Studio Server .git/config file exposed."
"grav-register-admin.yaml","high","misconfiguration/grav-register-admin.yaml","Exposed Grav admin user register page."
"pgwatch2-db-exposure.yaml","high","misconfiguration/pgwatch2-db-exposure.yaml","Pgwatch2 :: DBs to monitor Dashboard was discovered. "
"roxyfileman-fileupload.yaml","high","misconfiguration/roxyfileman-fileupload.yaml","Roxy Fileman 1.4.4 is susceptible to remote code execution via the FORBIDDEN_UPLOADS setting, which is checked when renaming an existing file to a new file extension. An attacker can bypass this check and rename already uploaded files to any extension using the move function, which does not perform any checks. "
"tiny-file-manager-unauth.yaml","medium","misconfiguration/tiny-file-manager-unauth.yaml","Unauthenticated Tiny File Manager panel was detected."
"prowlarr-dashboard-unauth.yaml","medium","misconfiguration/prowlarr-dashboard-unauth.yaml","Exposure of Prowlarr dashboard which can lead to sensitive information disclosure. "
"exposed-sqlite-manager.yaml","medium","misconfiguration/exposed-sqlite-manager.yaml","SQLiteManager panel contains inconsistent text display in title and text."
"oneinstack-control-center.yaml","medium","misconfiguration/oneinstack-control-center.yaml","OneinStack Control Center dashboard was detected. "
"gitea-public-signup.yaml","high","misconfiguration/gitea-public-signup.yaml","A misconfiguration in Gitea allows arbitrary users to sign up and read code hosted on the service. "
"pghero-dashboard-exposure.yaml","medium","misconfiguration/pghero-dashboard-exposure.yaml","PgHero Dashboard Exposure panel was detected."
"coolify-register-account.yaml","medium","misconfiguration/coolify-register-account.yaml","Exposed Coolify user register page. "
"graphql-playground.yaml","unknown","misconfiguration/graphql/graphql-playground.yaml",""
"ntopng-traffic-dashboard.yaml","medium","misconfiguration/ntopng-traffic-dashboard.yaml","Ntopng traffic dashboard was detected."
"jupyter-notebooks-exposed.yaml","high","misconfiguration/jupyter-notebooks-exposed.yaml","Jupyter notebooks are exposed."
"unauthenticated-mongo-express.yaml","high","misconfiguration/unauthenticated-mongo-express.yaml","Mongo Express was able to be access with no authentication requirements in place."
"secnet-info-leak.yaml","high","misconfiguration/secnet-info-leak.yaml","Secnet Intelligent Routing System is exposed."
"unauth-mautic-upgrade.yaml","high","misconfiguration/unauth-mautic-upgrade.yaml","Upgrade.php page in Mautic is exposed."
"default-spx-key.yaml","high","misconfiguration/default-spx-key.yaml","SPX PHP profiler default spx key were discovered. "
"service-pwd.yaml","high","misconfiguration/service-pwd.yaml","service.pwd was discovered, which is likely to contain sensitive information."
"untangle-admin-setup.yaml","medium","misconfiguration/untangle-admin-setup.yaml","Untangle Exposed Admin Signup is exposed publicly."
"private-key-exposure.yaml","high","misconfiguration/private-key-exposure.yaml","Searches for private key exposure by attempting to query the helper endpoint on node_modules"
"qvidium-management-system-exposed.yaml","medium","misconfiguration/qvidium-management-system-exposed.yaml","QVidium Management System is Exposed."
"feiyuxing-info-leak.yaml","high","misconfiguration/feiyuxing-info-leak.yaml","Feiyuxing enterprise-level intelligent online behavior management system has authority bypass and information leakage vulnerabilities, which can obtain administrator rights and user passwords "
"ssrf-via-oauth-misconfig.yaml","medium","misconfiguration/ssrf-via-oauth-misconfig.yaml","Sends a POST request with the endpoint /connect/register to check external Interaction with multiple POST parameters."
"d-link-arbitary-fileread.yaml","high","misconfiguration/d-link-arbitary-fileread.yaml","D-Link is vulnerable to local file inclusion."
"apple-cups-exposure.yaml","unknown","misconfiguration/apple-cups-exposure.yaml","Apple CUPS Sources was exposed. "
"clockwork-dashboard-exposure.yaml","high","misconfiguration/clockwork-dashboard-exposure.yaml","Clockwork Dashboard is exposed."
"nomad-jobs.yaml","medium","misconfiguration/nomad-jobs.yaml","Nomad jobs were discovered."
"phpmyadmin-setup.yaml","medium","misconfiguration/phpmyadmin/phpmyadmin-setup.yaml","Multiple phpMyAdmin setup files were detected."
"phpmyadmin-misconfiguration.yaml","medium","misconfiguration/phpmyadmin/phpmyadmin-misconfiguration.yaml","An unauthenticated instance of phpmyadmin was discovered, which could be leveraged to access sensitive information."
"phpmyadmin-server-import.yaml","high","misconfiguration/phpmyadmin/phpmyadmin-server-import.yaml","Multiple phpMyAdmin server import pages were detected."
"gopher-server.yaml","medium","misconfiguration/gopher-server.yaml","Gopher Server is exposed."
"ntop-panel-exposed.yaml","unknown","misconfiguration/ntop-panel-exposed.yaml",""
"laravel-debug-infoleak.yaml","medium","misconfiguration/laravel-debug-infoleak.yaml","This template can be used to detect a Laravel debug information leak by making a POST-based request. "
"sftpgo-admin-setup.yaml","high","misconfiguration/sftpgo-admin-setup.yaml","SFTPGo Admin Password setup page has been exposed. "
"iot-vdme-simulator.yaml","medium","misconfiguration/iot-vdme-simulator.yaml","loT vDME Simulator panel was detected. Exposure IoT vDME Simulator panel allows anonymous access to create new Items. "
"odoo-unprotected-database.yaml","critical","misconfiguration/odoo-unprotected-database.yaml","The system has an Odoo application whose database manager is unprotected, indicating potential unauthorized access. "
"django-debug-detect.yaml","medium","misconfiguration/django-debug-detect.yaml","Django debug configuration is enabled, which allows an attacker to obtain system configuration information such as paths or settings."
"jackett-unauth.yaml","high","misconfiguration/jackett-unauth.yaml","The Jackett UI can be accessed without authentication, potentially exposing sensitive information and configuration settings to unauthorized users. "
"freshrss-unauth.yaml","high","misconfiguration/freshrss-unauth.yaml","Freshrss Admin Dashboard has been exposed. "
"ssrpm-arbitrary-password-reset.yaml","high","misconfiguration/ssrpm-arbitrary-password-reset.yaml","The default installation of the Client Web Interface, which is provided alongside the COM SSRPM service, defines a hard-coded secret token for the Import endpoint. This endpoint allows registering new accounts or overwriting existing onboarding data for an arbitrary account, which ultimately allows changing the password of an arbitrary account. "
"root-path-disclosure.yaml","high","misconfiguration/root-path-disclosure.yaml","Detects potential exposure of sensitive file paths like /000~ROOT~000/. "
"laravel-horizon-unauth.yaml","medium","misconfiguration/laravel-horizon-unauth.yaml","Laravel Horizon Dashboard unauthenticated was detected. "
"ibm-websphere-xml.yaml","medium","misconfiguration/ibm-websphere-xml.yaml","Disclose application specific files contained within the war file, including files under the web-inf and meta-inf directories. "
"deployment-interface-exposed.yaml","medium","misconfiguration/deployment-interface-exposed.yaml",""
"phpmemcached-admin-panel.yaml","medium","misconfiguration/phpmemcached-admin-panel.yaml","phpMemcachedAdmin Panel is exposed."
"transmission-dashboard.yaml","medium","misconfiguration/transmission-dashboard.yaml","Transmission dashboard was detected."
"etcd-unauthenticated-api.yaml","high","misconfiguration/etcd-unauthenticated-api.yaml","etcd HTTP API is exposed."
"unauthenticated-airflow.yaml","high","misconfiguration/airflow/unauthenticated-airflow.yaml","Airflow Instance is exposed."
"haproxy-status.yaml","medium","misconfiguration/haproxy-status.yaml","HAProxy statistics page was detected."
"pcoweb-unauth.yaml","high","misconfiguration/pcoweb-unauth.yaml",""
"smarterstats-setup.yaml","high","misconfiguration/smarterstats-setup.yaml","SmarterStats Setup is exposed."
"symfony-default-key-rce.yaml","critical","misconfiguration/symfony/symfony-default-key-rce.yaml","Symfony servers support a /_fragment command that allows clients to provide custom PHP commands and return the HTML output. This template checks to see if they also use a popular default secret key for remote command execution. "
"symfony-debug.yaml","high","misconfiguration/symfony/symfony-debug.yaml","A Symfony installations 'debug' interface is enabled, allowing the disclosure and possible execution of arbitrary code."
"symfony-fragment.yaml","unknown","misconfiguration/symfony/symfony-fragment.yaml","Symfony servers support a /_fragment command that allows clients to provide custom PHP commands and return the HTML output. "
"cluster-panel.yaml","medium","misconfiguration/cluster-panel.yaml","Cluster Overview dashboard is exposed."
"apache-hbase-unauth.yaml","medium","misconfiguration/apache/apache-hbase-unauth.yaml","Apache Hbase is exposed."
"apache-nifi-unauth.yaml","high","misconfiguration/apache/apache-nifi-unauth.yaml","Apache NiFi server was able to be accessed because no authentication was required. "
"apache-zeppelin-unauth.yaml","high","misconfiguration/apache/apache-zeppelin-unauth.yaml","Apache Zeppelin server was able to be accessed because no authentication was required. "
"apache-storm-unauth.yaml","medium","misconfiguration/apache/apache-storm-unauth.yaml","Apache Storm instance is exposed."
"apache-couchdb-unauth.yaml","high","misconfiguration/apache/apache-couchdb-unauth.yaml","Apache CouchDB is exposed to external users."
"vercel-source-exposure.yaml","medium","misconfiguration/vercel-source-exposure.yaml","The Vercel Source Code Exposure misconfiguration allows an attacker to access sensitive source code files on the Vercel platform. "
"titannit-web-exposure.yaml","medium","misconfiguration/titannit-web-exposure.yaml",""
"ace-admin-dashboard.yaml","medium","misconfiguration/ace-admin-dashboard.yaml","Ace Admin dashboard page was detected."
"hfs-exposure.yaml","unknown","misconfiguration/hfs-exposure.yaml",""
","misconfiguration/manage-cabinet-register.yaml",""
"struts-ognl-console.yaml","unknown","misconfiguration/struts-ognl-console.yaml","This development console allows the evaluation of OGNL expressions that could lead to Remote Command Execution "
"unauthenticated-lansweeper.yaml","high","misconfiguration/unauthenticated-lansweeper.yaml","Lansweeper Instance is exposed."
"druid-monitor.yaml","high","misconfiguration/druid-monitor.yaml","Alibaba Druid Monitor is exposed."
"rack-mini-profiler.yaml","high","misconfiguration/rack-mini-profiler.yaml","rack-mini-profiler is prone to environmental information disclosure which could help an attacker formulate additional attacks.""dlink-config-dump.yaml","critical","misconfiguration/dlink-config-dump.yaml","Security vulnerability known as Unauthenticated access to settings or Unauthenticated configuration download. This vulnerability occurs when a device, such as a repeater, allows the download of user settings without requiring proper authentication. "
"manage-engine-ad-search.yaml","high","misconfiguration/manage-engine-ad-search.yaml","Manage Engine AD Manager service can be configured to allow anonymous users to browse the AD list remotely."
"atlantis-dashboard.yaml","medium","misconfiguration/atlantis-dashboard.yaml","Atlantis Dashboard was discovered. "
"selenium-exposure.yaml","high","misconfiguration/selenium-exposure.yaml","Selenium was shown to have an exposed node. If a Selenium node is exposed without any form of authentication, remote command execution could be possible if chromium is configured. By default the port is 4444, still, most of the internet facing are done through reverse proxies. "
"docker-daemon-exposed.yaml","critical","misconfiguration/docker-daemon-exposed.yaml","Docker Daemon exposed on the network map can help remote attacker to gain access to the Docker containers and potentially the host system. "
"unauth-fastvue-dashboard.yaml","medium","misconfiguration/unauth-fastvue-dashboard.yaml","Fastvue Dashboard panel was detected without authentication."
"hadoop-unauth-rce.yaml","critical","misconfiguration/hadoop-unauth-rce.yaml","Apache Hadoop YARN ResourceManager is susceptible to remote code execution. An attacker can execute malware, obtain sensitive information, modify data, and/or gain full control over a compromised system without entering necessary credentials. "
"deos-openview-admin.yaml","high","misconfiguration/deos-openview-admin.yaml","The DEOS OPENview administrative panel is accessible without authentication."
"helm-dashboard-exposure.yaml","medium","misconfiguration/helm-dashboard-exposure.yaml",""
"unauth-cyber-power-systems.yaml","high","misconfiguration/unauth-cyber-power-systems.yaml","Detects unauthenticated access to Cyber Power Systems, which could lead to unauthorized control or information disclosure. "
"atlassian-bamboo-build.yaml","unknown","misconfiguration/atlassian-bamboo-build.yaml",""
"jupyter-lab-unauth.yaml","critical","misconfiguration/jupyter-lab-unauth.yaml","JupyterLab was able to be accessed without authentication. "
"woodwing-phpinfo.yaml","medium","misconfiguration/woodwing-phpinfo.yaml","Phpinfo Config file exposed in Woodwing Studio Server."
"redpanda-console.yaml","medium","misconfiguration/redpanda-console.yaml","Unauthorized access to the Redpanda Console could allow attackers to view or manipulate streaming data, monitor clusters, or access configuration information, leading to potential data leaks or service disruption. "
"unauthorized-h3csecparh-login.yaml","high","misconfiguration/unauthorized-h3csecparh-login.yaml","H3C server was able to be accessed with no authentication requirements in place."
"akamai-s3-cache-poisoning.yaml","high","misconfiguration/akamai/akamai-s3-cache-poisoning.yaml","Akamai/Amazon S3 expose a stored cross-site scripting vulnerability generated by cache poisoning capability. An attacker can inject arbitrary script in the browser of an unsuspecting user in the context of the affected site, which can further allow the attacker to steal cookie-based authentication credentials and launch other attacks."
"akamai-arl-xss.yaml","high","misconfiguration/akamai/akamai-arl-xss.yaml","Open Akamai ARL contains a cross-site scripting vulnerability. An attacker can execute arbitrary script in the browser of an unsuspecting user in the context of the affected site."
"laravel-debug-enabled.yaml","medium","misconfiguration/laravel-debug-enabled.yaml","Laravel with APP_DEBUG set to true is prone to show verbose errors. "
"changedetection-unauth.yaml","medium","misconfiguration/changedetection-unauth.yaml","Changedetection.io unauth panel detected. "
"unauth-temporal-web-ui.yaml","high","misconfiguration/unauth-temporal-web-ui.yaml","Temporal Web UI was able to be accessed because no authentication was required "
"unauthenticated-tensorboard.yaml","high","misconfiguration/unauthenticated-tensorboard.yaml","Tensorflow Tensorboard was able to be accessed with no authentication requirements in place."
"unauth-etcd-server.yaml","high","misconfiguration/kubernetes/unauth-etcd-server.yaml","A Kubernetes etcd server stores the cluster secrets and configurations files. Anonymous access on etcd allows unauthenticated access the data without providing any authentication credentials. "
"kubernetes-resource-report.yaml","medium","misconfiguration/kubernetes/kubernetes-resource-report.yaml","Information Disclosure of Kubernetes Resource Report"
"kubernetes-pods-api.yaml","critical","misconfiguration/kubernetes/kubernetes-pods-api.yaml","A Kubernetes Pods API was discovered. When the service port is available, unauthenticated users can execute commands inside the container."
"node-express-dev-env.yaml","medium","misconfiguration/node-express-dev-env.yaml","The Node.js application runs in development mode, which can expose sensitive information, such as source code and secrets, depending on the application. "
"unauthenticated-netdata.yaml","medium","misconfiguration/unauthenticated-netdata.yaml","Netdata is exposed."
"nginx-api-traversal.yaml","high","misconfiguration/nginx/nginx-api-traversal.yaml","Access to Nginx Plus Rest API was discovered. "
"locust-exposure.yaml","medium","misconfiguration/locust-exposure.yaml","Locust is exposed."
"esphome-dashboard.yaml","medium","misconfiguration/esphome-dashboard.yaml","ESPHome Dashboard exposes the secrets like wifi password,api keys and internal logs, it also allows users to make changes through the dashboard. "
"unauthenticated-zipkin.yaml","high","misconfiguration/unauthenticated-zipkin.yaml","Unauthenticated access to Zipkin was discovered."
"ray-dashboard.yaml","critical","misconfiguration/ray-dashboard.yaml","Ray Dashboard is exposed."
"aem-hash-querybuilder.yaml","medium","misconfiguration/aem/aem-hash-querybuilder.yaml","AEM hased password can be queried via QueryBuilder Servlet."
"aem-custom-script.yaml","unknown","misconfiguration/aem/aem-custom-script.yaml",""
"aem-crx-search.yaml","unknown","misconfiguration/aem/aem-crx-search.yaml",""
"aem-bulkeditor.yaml","unknown","misconfiguration/aem/aem-bulkeditor.yaml",""
"aem-dump-contentnode.yaml","medium","misconfiguration/aem/aem-dump-contentnode.yaml","Node Properties are exposed in AEM Dump."
"aem-querybuilder-internal-path-read.yaml","medium","misconfiguration/aem/aem-querybuilder-internal-path-read.yaml","AEM QueryBuilder is vulnerable to LFI."
"aem-crx-browser.yaml","unknown","misconfiguration/aem/aem-crx-browser.yaml",""
"aem-misc-admin.yaml","high","misconfiguration/aem/aem-misc-admin.yaml","Adobe AEM Misc Admin Dashboard is exposed."
"aem-crx-bypass.yaml","critical","misconfiguration/aem/aem-crx-bypass.yaml","Adobe Experience Manager Package Manager is susceptible to a hard to exploit authentication bypass issue. This issue only potentially impacts AEM on-premise or AEM as a Managed Service if default security configurations are removed."
"aem-offloading-browser.yaml","medium","misconfiguration/aem/aem-offloading-browser.yaml","Adobe AEM Offloading Browser is exposed."
"aem-acs-common.yaml","medium","misconfiguration/aem/aem-acs-common.yaml","Adobe AEM ACS Common pages exposed."
"aem-setpreferences-xss.yaml","high","misconfiguration/aem/aem-setpreferences-xss.yaml","Adobe Experience Manager contains a cross-site scripting vulnerability via setPreferences."
"aem-childrenlist-xss.yaml","medium","misconfiguration/aem/aem-childrenlist-xss.yaml","Adobe Experience Manager contains a cross-site scripting vulnerability via requests using the childlist selector when a dispatcher does not respect the content type responded by AEM and flips from application/json to text/html. As a consequence, the reflected suffix is executed and interpreted in the browser. "
"aem-security-users.yaml","medium","misconfiguration/aem/aem-security-users.yaml","Adobe AEM Security Users are exposed."
"aem-external-link-checker.yaml","unknown","misconfiguration/aem/aem-external-link-checker.yaml",""
"aem-explorer-nodetypes.yaml","high","misconfiguration/aem/aem-explorer-nodetypes.yaml","Adobe AEM Explorer NodeTypes is exposed."
"aem-secrets.yaml","high","misconfiguration/aem/aem-secrets.yaml","Possible Juicy Files can be discovered at this endpoint. Search / Grep for secrets like hashed passwords ( SHA ) , internal email disclosure etc. "
"aem-xss-childlist-selector.yaml","high","misconfiguration/aem/aem-xss-childlist-selector.yaml","Adobe Experience Manager contains a cross-site scripting vulnerability via requests using the selector childlist when the dispatcher does not respect the content-type responded by AEM and flips from application/json to text/html. As a consequence, the reflected suffix is executed and interpreted in the browser. "
"aem-groovyconsole.yaml","critical","misconfiguration/aem/aem-groovyconsole.yaml","An Adobe Experience Manager Groovy console was discovered. This can possibly lead to remote code execution."
